d_f_losses,d_r_losses,d_f_mi,d_r_mi,g_losses
0.6863400340080261,0.7162328958511353,0.02916239458965464,0.0074916857131847436,0.4652721583843231
0.6856188178062439,0.7155706882476807,0.032328115593716955,0.0074916857131847436,0.4571247398853302
0.6848939061164856,0.7149138450622559,0.03418598464265721,0.0074916857131847436,0.44941475987434387
0.6841652989387512,0.714261531829834,0.03707572223075439,0.0074916857131847436,0.4421304762363434
0.6834331154823303,0.7136160731315613,0.03888622401317665,0.0074916857131847436,0.43525877594947815
0.6826972961425781,0.7129780054092407,0.039713466500280625,0.0074916857131847436,0.4287852346897125
0.6819579005241394,0.7123483419418335,0.04120869084042578,0.0074916857131847436,0.4226943552494049
0.6812151670455933,0.7117264270782471,0.04321818757832341,0.0074916857131847436,0.4169699549674988
0.6804691553115845,0.7111141681671143,0.04527098639279625,0.0074916857131847436,0.4115949869155884
0.6797199249267578,0.7105118632316589,0.046972994127887024,0.0074916857131847436,0.4065517485141754
0.6789678335189819,0.7099196910858154,0.04687072345801435,0.0074916857131847436,0.4018224775791168
0.6782127618789673,0.7093378305435181,0.048295768541690154,0.0074916857131847436,0.39738914370536804
0.6774548888206482,0.7087675333023071,0.04922191842138801,0.0074916857131847436,0.39323359727859497
0.6766942739486694,0.7082095146179199,0.049844761418371575,0.0074916857131847436,0.3893379867076874
0.6759312152862549,0.7076640129089355,0.050157812690236225,0.0074916857131847436,0.38568466901779175
0.675165593624115,0.7071309089660645,0.0507871863998518,0.0074916857131847436,0.3822565972805023
0.6743976473808289,0.7066115140914917,0.051209230607154876,0.0074916857131847436,0.37903720140457153
0.6736273169517517,0.7061058878898621,0.051526795698146666,0.0074916857131847436,0.37601056694984436
0.6728548407554626,0.7056127786636353,0.052486079983456224,0.0074916857131847436,0.3731617033481598
0.6720799207687378,0.7051332592964172,0.05367087535528714,0.0074916857131847436,0.37047624588012695
0.6713029146194458,0.7046686410903931,0.05508917090119436,0.0074916857131847436,0.36794108152389526
0.6705238819122314,0.7042180895805359,0.056082874492749624,0.0074916857131847436,0.36554384231567383
0.6697425246238708,0.7037811875343323,0.05787265193590685,0.0074916857131847436,0.36327314376831055
0.6689590811729431,0.7033581137657166,0.05980587014266958,0.0074916857131847436,0.3611185848712921
0.6681734919548035,0.7029482126235962,0.05980587014266958,0.0074916857131847436,0.359070748090744
0.6673859357833862,0.7025517821311951,0.05969258552493717,0.0074916857131847436,0.35712116956710815
0.6665961146354675,0.7021680474281311,0.060497225502899266,0.0074916857131847436,0.3552621901035309
0.6658043265342712,0.7017967700958252,0.061193162787441135,0.0074916857131847436,0.35348713397979736
0.665010392665863,0.701437771320343,0.061893704882877376,0.0074916857131847436,0.35179001092910767
0.664214551448822,0.7010905742645264,0.06306809011404924,0.0074916857131847436,0.35016554594039917
0.6634165644645691,0.7007548213005066,0.06378038346756432,0.0074916857131847436,0.3486091196537018
0.6626166701316833,0.7004300355911255,0.06509067766764942,0.0074916857131847436,0.34711676836013794
0.6618149280548096,0.7001156210899353,0.06545221930571588,0.0074916857131847436,0.3456850051879883
0.6610112190246582,0.6998112201690674,0.06581493576097253,0.0074916857131847436,0.34431079030036926
0.6602057814598083,0.6995164155960083,0.06581493576097253,0.0074916857131847436,0.342991441488266
0.6593986749649048,0.6992307901382446,0.06751498217319152,0.0074916857131847436,0.3417246639728546
0.6585898399353027,0.6989534497261047,0.0696120990356196,0.0074916857131847436,0.34050849080085754
0.6577795147895813,0.6986839771270752,0.06998687181674357,0.0074916857131847436,0.33934101462364197
0.6569677591323853,0.6984221935272217,0.07074001110151173,0.0074916857131847436,0.3382207155227661
0.6561548709869385,0.6981674432754517,0.07250662472600544,0.0074916857131847436,0.3371460735797882
0.6553407311439514,0.6979196071624756,0.07327435913255431,0.0074916857131847436,0.33611583709716797
0.654525637626648,0.6976783275604248,0.07327435913255431,0.0074916857131847436,0.335128515958786
0.6537096500396729,0.6974431276321411,0.07404696109207531,0.0074916857131847436,0.334183007478714
0.65289306640625,0.6972136497497559,0.07455961160362368,0.0074916857131847436,0.3332780599594116
0.6520758271217346,0.6969895958900452,0.07455961160362368,0.0074916857131847436,0.332412451505661
0.6512585282325745,0.6967706680297852,0.07494898166359643,0.0074916857131847436,0.3315851092338562
0.6504409313201904,0.6965566873550415,0.07494898166359643,0.0074916857131847436,0.33079469203948975
0.6496235728263855,0.6963469386100769,0.07625002916238921,0.0074916857131847436,0.3300401270389557
0.6488065719604492,0.6961413025856018,0.07625002916238921,0.0074916857131847436,0.3293200433254242
0.6479900479316711,0.695939302444458,0.07625002916238921,0.0074916857131847436,0.32863327860832214
0.6471744179725647,0.6957404017448425,0.07796124284346284,0.0074916857131847436,0.32797858119010925
0.6463598608970642,0.6955447196960449,0.07929036615647533,0.0074916857131847436,0.3273546099662781
0.6455466747283936,0.6953518390655518,0.08076144876475855,0.0074916857131847436,0.3267601430416107
0.6447350382804871,0.6951615810394287,0.08144649176913221,0.0074916857131847436,0.3261938691139221
0.6439252495765686,0.6949734687805176,0.08280769055904269,0.0074916857131847436,0.325654536485672
0.6431175470352173,0.694787323474884,0.08543568974573612,0.0074916857131847436,0.3251407742500305
0.6423123478889465,0.694602906703949,0.08585642300301943,0.0074916857131847436,0.32465144991874695
0.6415098905563354,0.6944201588630676,0.08585642300301943,0.0074916857131847436,0.3241852819919586
0.6407103538513184,0.6942390203475952,0.08627845624093267,0.0074916857131847436,0.32374104857444763
0.6399141550064087,0.6940592527389526,0.08627845624093267,0.0074916857131847436,0.32331764698028564
0.6391214728355408,0.6938806176185608,0.08725768822159974,0.0074916857131847436,0.32291388511657715
0.6383325457572937,0.6937031745910645,0.08880485436223073,0.0074916857131847436,0.32252874970436096
0.6375477313995361,0.6935266256332397,0.08867146405203741,0.0074916857131847436,0.32216116786003113
0.6367672681808472,0.6933509111404419,0.08966549525338374,0.0074916857131847436,0.32181021571159363
0.6359914541244507,0.6931761503219604,0.09009779522517092,0.0074916857131847436,0.32147490978240967
0.635220468044281,0.6930023431777954,0.09066567733809927,0.0074916857131847436,0.32115447521209717
0.6344545483589172,0.6928294897079468,0.09110053734788437,0.0074916857131847436,0.3208479881286621
0.6336939334869385,0.6926575899124146,0.09110053734788437,0.0074916857131847436,0.32055482268333435
0.632938802242279,0.6924865245819092,0.0915367271954195,0.0074916857131847436,0.32027414441108704
0.6321894526481628,0.6923164129257202,0.09210945010126137,0.0074916857131847436,0.3200053572654724
0.6314460039138794,0.6921472549438477,0.09210945010126137,0.0074916857131847436,0.3197478950023651
0.6307085752487183,0.6919789910316467,0.09268455581608792,0.0074916857131847436,0.31950104236602783
0.6299774050712585,0.6918116807937622,0.09326205562594325,0.0074916857131847436,0.31926441192626953
0.6292526125907898,0.6916455030441284,0.09384196094456487,0.0074916857131847436,0.31903746724128723
0.6285344362258911,0.6914805173873901,0.09384196094456487,0.0074916857131847436,0.31881970167160034
0.627822756767273,0.6913166642189026,0.09384196094456487,0.0074916857131847436,0.318610817193985
0.6271178126335144,0.6911540031433105,0.09500903441238728,0.0074916857131847436,0.3184102773666382
0.626419723033905,0.6909926533699036,0.09515139390949212,0.0074916857131847436,0.31821778416633606
0.6257285475730896,0.6908326148986816,0.09456543694369313,0.0074916857131847436,0.3180328905582428
0.6250442862510681,0.690673828125,0.09545396606291368,0.0074916857131847436,0.3178554177284241
0.6243670582771301,0.6905165314674377,0.09545396606291368,0.0074916857131847436,0.31768497824668884
0.6236968040466309,0.6903609037399292,0.09545396606291368,0.0074916857131847436,0.3175213038921356
0.6230337023735046,0.69020676612854,0.09545396606291368,0.0074916857131847436,0.31736403703689575
0.6223777532577515,0.6900542378425598,0.09545396606291368,0.0074916857131847436,0.31721290946006775
0.621728777885437,0.6899033784866333,0.0959002363666942,0.0074916857131847436,0.3170677125453949
0.6210870146751404,0.6897541284561157,0.09545396606291368,0.0074916857131847436,0.3169282078742981
0.620452344417572,0.6896065473556519,0.09545396606291368,0.0074916857131847436,0.3167940676212311
0.6198247075080872,0.6894606947898865,0.09545396606291368,0.0074916857131847436,0.3166652023792267
0.6192041039466858,0.6893166303634644,0.09545396606291368,0.0074916857131847436,0.31654122471809387
0.6185906529426575,0.6891744136810303,0.09545396606291368,0.0074916857131847436,0.3164220452308655
0.6179840564727783,0.6890339851379395,0.09545396606291368,0.0074916857131847436,0.31630739569664
0.6173845529556274,0.6888952255249023,0.0959002363666942,0.0074916857131847436,0.31619709730148315
0.6167919635772705,0.6887584924697876,0.0959002363666942,0.0074916857131847436,0.3160909414291382
0.6162062287330627,0.6886234879493713,0.0959002363666942,0.0074916857131847436,0.31598877906799316
0.6156274676322937,0.6884904503822327,0.09648989726425417,0.0074916857131847436,0.315890371799469
0.6150553226470947,0.688359260559082,0.09648989726425417,0.0074916857131847436,0.3157956004142761
0.6144900918006897,0.6882299184799194,0.09648989726425417,0.0074916857131847436,0.3157042860984802
0.6139314770698547,0.6881023645401001,0.0969387453352405,0.0074916857131847436,0.315616250038147
0.6133795380592346,0.687976598739624,0.09634784983136002,0.0074916857131847436,0.3155314028263092
0.6128342151641846,0.6878527402877808,0.09634784983136002,0.0074916857131847436,0.3154495656490326
0.6122954487800598,0.6877305507659912,0.09634784983136002,0.0074916857131847436,0.3153705596923828
0.6117632389068604,0.6876100301742554,0.09634784983136002,0.0074916857131847436,0.3152943551540375
0.6112374663352966,0.6874913573265076,0.09634784983136002,0.0074916857131847436,0.31522074341773987
0.6107181310653687,0.6873742341995239,0.0969387453352405,0.0074916857131847436,0.3151496350765228
0.6102052330970764,0.6872586011886597,0.0969387453352405,0.0074916857131847436,0.3150809705257416
0.6096985936164856,0.6871446371078491,0.0969387453352405,0.0074916857131847436,0.3150145411491394
0.6091983318328857,0.687032163143158,0.0969387453352405,0.0074916857131847436,0.3149503469467163
0.6087043881416321,0.686921238899231,0.0969387453352405,0.0074916857131847436,0.31488826870918274
0.6082166433334351,0.6868118643760681,0.09738894109756469,0.0074916857131847436,0.31482821702957153
0.6077350378036499,0.6867039203643799,0.09738894109756469,0.0074916857131847436,0.31477007269859314
0.6072596311569214,0.6865974068641663,0.09738894109756469,0.0074916857131847436,0.3147137761116028
0.6067904829978943,0.6864923238754272,0.09738894109756469,0.0074916857131847436,0.3146592974662781
0.6063275337219238,0.6863884925842285,0.09843630637486911,0.0074916857131847436,0.3146064877510071
0.6058704853057861,0.6862859129905701,0.09843630637486911,0.0074916857131847436,0.314555287361145
0.6054196357727051,0.6861846446990967,0.09843630637486911,0.0074916857131847436,0.3145056962966919
0.6049748659133911,0.686084508895874,0.09843630637486911,0.0074916857131847436,0.3144575357437134
0.6045360565185547,0.6859855651855469,0.09843630637486911,0.0074916857131847436,0.31441086530685425
0.6041032075881958,0.6858878135681152,0.09843630637486911,0.0074916857131847436,0.31436556577682495
0.6036763787269592,0.6857910752296448,0.09843630637486911,0.0074916857131847436,0.3143216073513031
0.603255569934845,0.6856954097747803,0.09843630637486911,0.0074916857131847436,0.31427890062332153
0.6028406023979187,0.6856008172035217,0.09843630637486911,0.0074916857131847436,0.3142373859882355
0.60243159532547,0.6855072975158691,0.09843630637486911,0.0074916857131847436,0.3141971528530121
0.6020283102989197,0.6854147911071777,0.09843630637486911,0.0074916857131847436,0.31415799260139465
0.6016310453414917,0.6853232383728027,0.09889044589129847,0.0074916857131847436,0.31411993503570557
0.6012394428253174,0.6852325797080994,0.09889044589129847,0.0074916857131847436,0.31408289074897766
0.600853681564331,0.6851428151130676,0.09889044589129847,0.0074916857131847436,0.31404682993888855
0.6004737019538879,0.6850539445877075,0.09889044589129847,0.0074916857131847436,0.3140117824077606
0.6000993251800537,0.684965968132019,0.09934594695571497,0.0074916857131847436,0.3139776587486267
0.5997304916381836,0.6848787665367126,0.09934594695571497,0.0074916857131847436,0.31394442915916443
0.5993674993515015,0.6847923398017883,0.09934594695571497,0.0074916857131847436,0.313912034034729
0.5990099906921387,0.6847066879272461,0.09934594695571497,0.0074916857131847436,0.31388047337532043
0.5986579656600952,0.6846219301223755,0.09934594695571497,0.0074916857131847436,0.3138497471809387
0.5983113646507263,0.6845378875732422,0.09934594695571497,0.0074916857131847436,0.3138197958469391
0.5979702472686768,0.6844545602798462,0.09934594695571497,0.0074916857131847436,0.313790500164032
0.5976345539093018,0.6843719482421875,0.09934594695571497,0.0074916857131847436,0.31376197934150696
0.5973041653633118,0.6842900514602661,0.09934594695571497,0.0074916857131847436,0.3137340843677521
0.5969789624214172,0.6842089891433716,0.09934594695571497,0.0074916857131847436,0.3137069344520569
0.5966588854789734,0.68412846326828,0.09934594695571497,0.0074916857131847436,0.31368038058280945
0.5963440537452698,0.6840486526489258,0.09934594695571497,0.0074916857131847436,0.31365445256233215
0.5960343480110168,0.6839696168899536,0.09934594695571497,0.0074916857131847436,0.3136291205883026
0.5957295894622803,0.6838911771774292,0.09934594695571497,0.0074916857131847436,0.31360435485839844
0.5954298377037048,0.6838133931159973,0.09934594695571497,0.0074916857131847436,0.313580185174942
0.5951349139213562,0.683736264705658,0.09934594695571497,0.0074916857131847436,0.3135564923286438
0.5948448777198792,0.6836596727371216,0.09889044589129847,0.0074916857131847436,0.31353330612182617
0.5945595502853394,0.6835839152336121,0.09889044589129847,0.0074916857131847436,0.3135106861591339
0.5942789912223816,0.6835086941719055,0.09889044589129847,0.0074916857131847436,0.3134884834289551
0.5940030217170715,0.683434009552002,0.09889044589129847,0.0074916857131847436,0.3134668171405792
0.593731701374054,0.6833600997924805,0.09889044589129847,0.0074916857131847436,0.3134455680847168
0.5934647917747498,0.683286726474762,0.09889044589129847,0.0074916857131847436,0.3134247958660126
0.5932022929191589,0.683214008808136,0.09829339406981719,0.0074916857131847436,0.3134044110774994
0.5929442048072815,0.683141827583313,0.09829339406981719,0.0074916857131847436,0.31338444352149963
0.5926904678344727,0.6830703020095825,0.09829339406981719,0.0074916857131847436,0.3133648633956909
0.5924408435821533,0.6829992532730103,0.09829339406981719,0.0074916857131847436,0.31334570050239563
0.5921955108642578,0.6829289197921753,0.09829339406981719,0.0074916857131847436,0.3133269250392914
0.5919542908668518,0.6828591227531433,0.09829339406981719,0.0074916857131847436,0.3133085072040558
0.5917170643806458,0.6827899217605591,0.09829339406981719,0.0074916857131847436,0.31329044699668884
0.5914838314056396,0.6827211380004883,0.09829339406981719,0.0074916857131847436,0.31327274441719055
0.5912544131278992,0.6826530694961548,0.09829339406981719,0.0074916857131847436,0.31325533986091614
0.5910289287567139,0.6825854778289795,0.09829339406981719,0.0074916857131847436,0.3132382929325104
0.590807318687439,0.6825184226036072,0.09829339406981719,0.0074916857131847436,0.3132215738296509
0.5905893445014954,0.6824519634246826,0.09784048913532073,0.0074916857131847436,0.3132050931453705
0.5903750658035278,0.6823859810829163,0.09784048913532073,0.0074916857131847436,0.3131890296936035
